;Wavelength;Psi;Delta
0;300.0;12.426012;26.64172
1;350.0;10.003136;33.377411
2;400.0;12.00648;352.850433
3;450.0;17.905989;30.903622
4;500.0;8.940373;76.675041
5;550.0;4.893846;258.078552
6;600.0;17.395611;299.33507199999997
7;650.0;29.10804;329.129246
8;700.0;35.430141;11.247375
9;750.0;29.412003;45.520031
10;800.0;22.829521;66.228104
11;850.0;17.570627;84.877914
12;900.0;13.061951;106.461548
13;950.0;9.543884;135.453232
14;1000.0;7.936895;174.571442
