;Wavelength;Psi;Delta
0;300.0;40.064854;85.974648
1;350.0;33.58036;253.165436
2;400.0;48.825138;93.489693
3;450.0;21.148699;120.188255
4;500.0;18.51705;238.89801
5;550.0;32.983547;276.949364
6;600.0;58.453339;274.694992
7;650.0;65.17704;85.723167
8;700.0;39.249851;78.39756
9;750.0;28.905149;82.973228
10;800.0;21.44928;94.499283
11;850.0;14.836798;113.272385
12;900.0;9.757958;145.915665
13;950.0;8.586513;195.567535
14;1000.0;11.402961;232.552856
